TransactionID,risk_score
2987004,0.019004636912613563
2987008,0.018298457020926747
2987010,0.046023857682078145
2987011,0.026951834971800058
2987016,0.016887596421273122
2987017,0.017461348824196452
2987022,0.01775318135308429
2987038,0.032351096618227076
2987040,0.10422538001240204
2987048,0.02690715469181757
2987049,0.03171567545122382
2987057,0.019212357933961775
2987066,0.01799232563893778
2987069,0.06004541349438929
2987070,0.01848261582265327
2987072,0.028752739600204632
2987074,0.028344365569962258
2987084,0.028478601327628736
2987093,0.020424534163556277
2987099,0.05005424946991841
2987100,0.034646199208764265
2987101,0.016851023235875714
2987104,0.04897473030202462
2987105,0.04059106186123678
2987108,0.020778771224835183
2987111,0.029019206651731935
2987114,0.0718828887881027
2987119,0.01977482430684587
2987121,0.034819208914644205
2987125,0.02721343124436443
2987130,0.08128930068838888
2987138,0.017166880332446725
2987141,0.038858265819842426
2987144,0.027680708438298375
2987145,0.020483122652903526
2987148,0.01822140074436837
2987156,0.019413374169365435
2987167,0.01726275987490626
2987173,0.02171536010626456
2987183,0.01859821190850264
2987188,0.04210710047550225
2987189,0.03016939719198798
2987190,0.06540315780776443
2987192,0.026961480658786483
2987196,0.08828817164867629
2987197,0.021420222309809382
2987198,0.01856947584682265
2987199,0.03354347946427539
2987207,0.018249475904920848
2987209,0.033087720238975576
2987211,0.01927023600596004
2987236,0.021420222309809382
2987240,0.07788631254282224
2987243,0.36040282997078876
2987245,0.67577875107372
2987248,0.018345815388075143
2987252,0.05771025909383809
2987258,0.04841948515213529
2987259,0.07721135981829119
2987262,0.09586684682725755
2987265,0.043561252339584036
2987266,0.026905808516350032
2987270,0.056421129944134896
2987271,0.019515135411095764
2987273,0.01865712594317652
2987275,0.017115622404497117
2987281,0.020436504076527053
2987284,0.0299883207487465
2987287,0.03023313637135282
2987288,0.06872101429504092
2987301,0.029199895050092736
2987311,0.020716315863810602
2987316,0.028477409781412447
2987319,0.05570756318983274
2987327,0.018065967236626623
2987328,0.0338302726104677
2987332,0.0431627154549394
2987333,0.016886956169015706
2987335,0.037889444910839905
2987336,0.0389797266573861
2987337,0.018341412365538552
2987338,0.04016891137222256
2987352,0.062434696935673675
2987355,0.03927671050375861
2987361,0.0280918935799111
2987366,0.10481069227410111
2987367,0.9089726223018046
2987368,0.06244237981391494
2987374,0.05908437031394305
2987376,0.02039841553722491
2987380,0.027593031045068342
2987384,0.028305306579911874
2987386,0.08893597337033522
2987387,0.019088345942121596
2987389,0.020312849472471247
2987390,0.017259146026199976
2987398,0.02986299904091348
2987404,0.018832910759613238
2987405,0.14213543010339433
2987406,0.03157714185193081
2987408,0.028066829809165486
2987412,0.03582250036111759
2987416,0.018547435140921248
2987425,0.018943078626689144
2987429,0.03857642254224624
2987433,0.020470909208240014
2987434,0.03256761743500056
2987435,0.01726668981826292
2987437,0.018763669360305258
2987438,0.027671913883701986
2987439,0.04324182512694058
2987443,0.11713603487484259
2987446,0.020754753594205054
2987449,0.01857944909771366
2987455,0.031737049396517454
2987456,0.07725347825547205
2987457,0.016942667385431542
2987461,0.039765556367727065
2987462,0.03393017711430047
2987463,0.01865164093594152
2987465,0.044137332178928575
2987466,0.02067914938388923
2987467,0.01930520034414581
2987469,0.03523822274517511
2987476,0.029067883730114156
2987482,0.0187871511307197
2987485,0.034505113154537886
2987488,0.041848278795939366
2987489,0.03013483504557017
2987490,0.018557408391812264
2987499,0.0287326244384046
2987501,0.028312765924224402
2987504,0.017326067773636017
2987505,0.04265463431051193
2987508,0.030312014431735174
2987514,0.018912016645030602
2987515,0.021358906244201406
2987517,0.030207983195096943
2987520,0.02967663227454214
2987521,0.043794080097036184
2987523,0.044146971100913215
2987524,0.01834797253939694
2987528,0.018522158090232443
2987529,0.04065252970018074
2987531,0.03444848759543557
2987532,0.02006851097828299
2987535,0.0844187007337573
2987543,0.017112422997672037
2987544,0.020575260044161506
2987547,0.2371921782229528
2987550,0.029243445862335335
2987551,0.043906987824569095
2987552,0.016971271797948002
2987553,0.15890955912264615
2987555,0.018249475904920848
2987556,0.028477409781412447
2987558,0.020646905740008926
2987560,0.0271331967564453
2987563,0.02035940951294335
2987571,0.16359288260033114
2987576,0.02179991593420042
2987577,0.062320277118296324
2987579,0.16954157339295642
2987582,0.042363483981400746
2987584,0.0271331967564453
2987585,0.01913406512667099
2987590,0.019449159699017435
2987592,0.030388783482095567
2987596,0.1297962448851505
2987598,0.027133817768751397
2987601,0.017761110203391054
2987602,0.04828044813647088
2987603,0.06140525898271676
2987605,0.02026739410220863
2987607,0.034714802863065976
2987608,0.04475301669357819
2987610,0.021813641516682906
2987612,0.11312693519048246
2987613,0.026993330434517678
2987617,0.030244267547130912
2987618,0.31689748319145566
2987620,0.01974114500599385
2987621,0.016499359160530594
2987623,0.0685531639937059
2987625,0.036852065875604086
2987630,0.04021452449283104
2987633,0.017505999935693156
